UserId,ItemId
109,3186 830 1093 1977 702 145 2069 2038 2013 1176 1286 339 2003 31 814 1297 2145 625 1335 2203 2173 20 665 2654 638 418 2546 200 2470 2468 498 538 955 2919 2306 210 2267 1095 1775 1413 592 1811 1813 2901 388 1822 2972 2646 599 2112
110,1834 18 2972 1405 21 2440 2169 815 2942 2233 252 2902 1677 2999 2882 1041 403 579 1674 115 512 3064 2461 560 721 561 595 2757 2442 752 1499 97 282 973 1075 596 256 1939 545 2702 1588 2220 2807 1965 2881 2545 517 3034 466 2174
111,1709 166 2013 1908 0 1604 437 38 173 1298 295 949 83 528 3046 211 2760 448 1532 3060 2412 2200 1981 866 734 2609 264 3023 549 2431 169 2603 634 1586 2558 2130 2289 2498 1255 1858 1523 1780 95 175 2026 1501 516 1065 1386 3094
112,554 1531 1655 1656 319 1848 1959 567 1198 1171 448 1042 515 0 939 354 3185 2264 1501 978 3018 461 378 2389 2769 314 1220 2685 594 776 54 3069 621 267 2006 535 175 3025 2276 682 2564 2645 713 674 265 83 1310 2946 1497 1904
113,1548 546 2442 1426 285 2726 152 1042 36 1048 380 40 1990 1574 716 2394 535 815 1379 3198 3048 124 759 9 11 605 175 56 213 27 352 663 2695 431 1959 1713 2238 3186 1086 2432 2702 2423 3068 2612 2821 443 2040 107 242 521
114,1796 1546 2726 461 3063 709 1048 2387 1041 1566 2887 1293 354 1598 93 515 1107 2685 104 2603 838 2000 2255 319 33 268 2086 2222 2557 2702 528 3160 2135 2754 2167 1211 752 2284 485 2147 754 346 17 1180 544 3039 392 1108 94 58
115,610 1814 1959 2760 6 478 1171 815 1732 2184 466 559 2532 2141 2251 2709 1371 648 1148 17 256 2384 1523 38 535 145 368 1892 2859 3193 354 1734 621 2 3077 795 1951 1926 36 211 83 543 1377 482 1003 888 92 1044 82 314
116,699 2539 20 2035 191 2306 2896 3005 1576 11 1817 1448 1229 2393 1610 338 21 308 2646 494 957 1981 39 23 987 36 271 274 408 2727 756 499 61 2023 3021 1661 2840 2563 1882 2472 166 85 2159 2312 1533 422 931 1536 2079 129
117,669 2528 382 115 450 1041 403 1682 682 253 1522 34 499 2 2247 705 2312 1212 89 2458 1283 211 973 341 1787 1383 2008 1404 579 2135 2264 1892 1106 2285 3125 1236 491 709 47 286 1940 2022 1588 733 362 2162 1088 185 768 2709
118,2423 477 1258 36 38 480 429 1284 435 460 1285 2220 952 598 862 2774 928 1169 1084 124 1287 53 72 67 805 1432 411 622 2039 1439 3126 1383 646 175 502 1239 996 1718 2389 3166 2837 1475 20 2452 1356 177 2375 1 244 2843
119,1450 523 2882 3011 796 2572 326 1393 2761 1572 631 1553 2291 913 1876 1486 539 3076 894 1366 2418 2199 2545 2644 1525 2524 666 2492 1533 7 1151 1478 2505 281 1305 2502 3138 27 1544 697 1403 877 2012 1519 2231 1775 2136 618 2901 259
120,469 1176 607 629 1115 427 1098 436 1082 2894 2332 57 3082 1140 523 546 749 674 731 689 712 1725 2126 2053 2019 2530 1939 1893 2624 208 1759 396 1680 1577 281 1462 1399 1339 3117 1233 1183 1135 1648 1190 146 1 3034 2091 1744 1882
121,2572 1186 592 1164 2148 2173 1124 501 1851 2882 1457 2313 2514 713 2543 2017 2317 405 11 2440 112 538 1296 1669 638 1135 1060 1279 1816 2620 1899 340 1553 305 326 2235 390 1143 963 2970 463 2901 10 368 1297 1448 43 1775 2128 2980
122,288 213 1959 543 559 1579 1523 3125 2448 2447 2352 2276 2287 354 1042 2238 985 1331 936 947 2129 1995 3018 233 815 478 1439 228 265 1931 1394 2993 891 437 776 30 938 134 1 36 2 562 2213 1043 318 17 4 1223 761 1535
123,1293 1540 1596 870 93 3 479 1009 991 213 2040 2636 764 2143 3193 2603 1492 805 11 758 997 705 38 2008 9 2412 2685 1552 1110 1539 1981 1155 298 925 2821 1738 301 657 1821 276 558 382 1081 1320 1383 921 2702 95 3158 985
124,2129 36 150 152 31 1572 390 2013 1899 63 340 2038 2748 1775 1791 267 783 2628 2202 893 87 568 637 56 54 523 1289 963 124 665 145 2576 2572 127 2877 1014 702 964 3168 968 1329 4 2894 2432 40 2887 3129 1604 232 2082
125,243 1148 2220 0 5 17 174 354 179 2294 1497 1518 1229 479 2590 870 1014 515 2352 22 272 2757 3185 347 2802 3154 1848 271 1391 2336 153 2040 1674 2607 1803 1490 559 983 33 1171 1239 1850 422 2819 1051 250 441 98 1511 456
126,1500 1733 2628 25 1383 76 2069 2279 1292 15 607 1233 964 65 1533 368 618 241 508 1063 2190 418 390 3171 1304 127 84 1977 2099 640 614 2038 2841 2157 801 1388 1635 637 1021 12 10 2398 1464 893 1156 2515 2101 592 1899 3129
127,2170 498 68 307 3082 1234 1992 2882 1176 1164 2530 3100 2102 2581 1525 368 2275 1572 2251 2386 893 377 2019 666 1255 558 1670 837 963 667 921 1284 2703 452 1084 1319 3035 523 1311 2644 1775 2291 1722 1510 2993 1021 20 1693 577 2054
128,326 1833 4 1671 1051 1882 497 101 2981 2319 2390 1339 546 2654 2406 1525 338 641 2730 2767 61 512 951 1107 1429 170 2176 1556 93 860 115 2677 722 1994 1135 738 708 1771 1485 84 2804 2908 1095 615 2636 790 2925 428 2199 290
129,315 1654 1978 32 1380 30 1369 2035 2930 1579 2115 354 2226 1492 1535 3119 2684 1531 885 2727 3188 2760 947 962 177 2601 2588 1084 220 3130 2520 1496 51 1643 156 435 565 1283 2227 2265 425 2229 808 39 2152 2397 597 1393 922 1668
130,1339 2624 1622 2390 427 2107 442 2654 1550 2677 516 3054 798 378 3030 2767 2897 1276 642 1243 1094 2981 1097 1111 841 1864 100 105 2465 2324 156 181 200 2319 87 2531 239 893 2056 2189 1811 278 287 2440 2582 1747 3109 1703 360 1232
131,870 335 350 2105 2245 1050 412 900 460 868 1511 3005 309 698 574 816 1328 3159 3174 374 1832 684 94 278 297 93 1238 772 1536 1102 82 2815 2603 591 689 1441 485 1965 715 1498 271 2801 865 2531 3025 341 2040 954 2294 1273
132,705 580 2523 3023 1733 904 213 1568 2026 2035 95 1364 2251 1257 1139 1814 1148 1742 172 2778 1439 2126 1743 2412 314 937 530 1658 879 743 1794 361 1540 362 1270 448 1847 2761 1368 1430 2362 3195 139 909 1701 2354 301 2039 2997 1840
133,427 1 102 1492 3111 151 2276 2375 253 262 179 2708 2718 1912 1000 956 1720 248 168 1551 20 1369 1416 1414 819 11 411 1717 346 649 1294 1525 709 534 39 2058 2370 962 3021 104 2236 4 414 2184 1635 1724 93 77 205 52
134,2654 208 516 2695 547 1893 1339 1321 1297 592 58 1135 824 87 427 3054 7 1450 2730 1811 9 3149 11 27 151 2572 20 551 1933 2882 2569 876 1486 3030 1833 3113 38 790 1 338 2502 1913 1671 93 1584 3063 405 2390 2180 1550
135,1617 1401 1535 3035 447 1176 2767 2523 1899 1109 697 3063 3071 1021 2572 405 1604 719 2129 2167 354 783 2000 1319 2012 2469 2895 1063 2901 2877 200 2338 506 1657 1500 592 1079 2654 2825 1238 126 2285 1090 1413 638 2498 1533 2272 1635 1321
136,681 1243 1500 3030 1550 1220 3024 2950 1584 898 27 198 2870 923 88 1964 1064 2519 2459 7 2382 2612 2296 2699 270 2573 86 1854 2698 693 2677 9 2981 4 2742 102 2574 1393 1591 697 2804 2049 1499 1745 191 79 375 2834 1357 2366
137,2824 1383 1169 71 3041 38 764 1994 3172 1298 151 259 1597 1149 134 382 1489 2946 2394 954 187 1084 1995 1635 1510 1986 67 1032 3113 294 277 21 902 87 1229 2318 1180 648 608 484 1448 1832 1255 1464 221 1010 2888 82 383 94
138,2199 517 530 2375 2309 569 2305 1536 2248 1561 63 621 1235 100 2136 664 666 2089 1744 1892 1212 1860 926 1981 1925 348 1339 2941 1351 2996 1367 1368 173 2769 1385 311 321 98 2696 1405 137 2650 1077 2611 2569 446 2489 1029 3094 37
139,1709 985 682 2652 809 2452 2933 229 41 386 310 1567 962 997 533 3 2910 1202 179 2921 243 1166 1424 2765 1171 2313 2534 698 182 385 2333 506 1832 641 151 2619 1898 1394 46 3165 1247 2255 53 328 3113 1095 1438 957 2264 2222
140,1404 360 55 2546 2541 2531 1950 1814 519 557 1682 1622 1554 2889 99 1386 1310 342 979 716 268 6 1092 1106 1193 1198 1210 1262 286 3064 2683 1898 2528 4 2223 49 719 2013 2603 1469 1385 239 32 1501 1511 270 1480 816 39 1103
141,411 1023 1379 715 674 747 879 1520 1590 315 2115 291 229 2546 2652 2708 2719 129 104 102 2040 1294 1469 1844 891 2452 269 1911 881 448 2812 174 2685 673 1487 2023 427 458 1892 1598 46 1405 2819 565 1866 3036 168 2627 1852 900
142,1964 728 3 796 1232 798 2617 2654 86 2662 100 101 1811 876 2230 3030 378 1014 390 1754 1760 2382 886 539 2706 2390 2030 2317 738 336 2677 432 1382 11 347 1413 2044 2406 1523 2257 283 1242 3063 1036 3139 1119 1137 754 1348 76
143,88 641 1912 104 165 1936 1717 657 93 345 1369 354 961 72 874 2885 2006 768 1579 503 1772 2184 1294 1371 271 502 197 1257 2115 1416 262 597 2539 1146 1764 2544 485 747 75 823 1568 175 1274 2301 2632 1148 168 1042 92 185
144,378 595 543 1220 2999 1556 3172 166 2946 83 712 2677 1733 1339 993 559 1995 615 40 761 3139 2947 2941 1925 250 86 2760 708 539 786 1481 1499 1036 1959 1817 709 1544 1164 2147 78 2 1283 2044 2654 1709 2757 740 1229 2950 1964
145,67 273 48 1907 3168 61 2706 2044 1314 2965 1436 2288 2564 1834 3185 2696 2946 22 2176 666 1065 879 2568 1510 2006 276 37 2110 134 2721 973 17 1658 1221 2476 347 83 3063 214 997 1030 2430 365 933 0 172 2076 2986 249 1010
146,1750 21 993 2392 1860 1556 817 581 2318 972 1498 151 2390 936 427 543 206 415 284 896 2812 174 709 63 93 503 805 775 2622 107 1356 857 2 2510 3036 2427 9 1432 2843 924 1518 4 2447 854 477 3007 3101 2859 1893 182
147,1424 502 2910 450 492 518 39 570 2655 672 716 775 295 95 821 286 2008 874 1536 1386 1369 1347 1654 176 169 2115 1985 1079 1940 1796 218 165 2691 997 2653 739 2190 1257 1466 51 341 2885 2365 877 805 128 2000 2269 1619 91
148,151 1658 1682 437 213 66 1770 1524 1523 537 83 86 2544 21 1042 648 3198 114 2902 854 850 1622 1174 2650 1574 1754 1314 827 1532 6 1095 3185 1115 2024 1277 4 915 1679 108 123 134 273 561 1525 891 165 1569 529 2412 340
149,3139 449 1394 86 1818 754 21 442 3011 1925 348 206 2182 37 361 372 2928 996 163 3185 537 404 526 517 1030 2430 165 3141 2593 890 1879 346 4 2298 58 1351 1367 17 431 879 1139 179 88 0 2476 207 170 79 1566 738
150,56 124 1074 1432 708 1021 1014 230 757 981 1733 1279 2368 1635 1596 2882 2289 864 1583 335 1493 1995 2033 1319 481 1383 543 674 244 559 2617 598 1198 621 1109 1848 937 820 723 1316 1497 619 1227 1408 327 1204 315 2647 2812 271
151,1181 685 729 1394 805 621 1588 1598 844 2787 21 3186 985 993 3005 2719 3079 2054 1227 2642 151 93 2741 394 388 2368 2555 682 747 991 1540 641 1322 53 537 2635 1247 291 597 429 1350 2039 1092 1124 749 2333 309 2587 2746 75
152,698 704 354 662 67 1531 2285 776 423 1852 2476 639 3077 2452 2780 1067 328 1431 1736 7 536 2459 59 1084 1656 2468 233 2684 21 213 2706 179 1481 753 1856 415 1898 962 2470 1965 2664 425 2949 2601 840 375 1089 2129 915 1625
153,427 1322 267 460 1808 230 229 21 1213 179 2555 253 965 1603 1102 3079 2309 574 137 23 1371 1394 65 1518 9 88 124 27 2243 819 1866 328 3195 54 1965 102 348 2660 1368 315 713 1413 784 3183 1247 2128 185 997 213 517
154,2289 515 1314 781 2033 1171 3 3097 3077 1004 103 535 621 213 685 506 349 562 2226 820 1682 2257 985 1628 2278 950 1678 2812 1947 1468 2819 3018 335 2557 386 302 88 2065 2699 810 1077 817 2893 854 2580 513 2447 1984 83 2197
155,1936 2115 2721 1404 1780 435 139 1679 22 2273 1070 93 557 2375 2997 1145 1717 331 1171 1787 891 1709 168 919 136 3111 1030 2801 370 1328 1925 448 1441 1494 2694 517 347 1934 243 1255 2024 238 1257 973 1687 109 0 2076 387 2006
156,448 1598 2795 43 2876 543 554 3069 510 2529 2572 1426 1220 631 2887 169 1977 3163 3063 1634 1577 886 2054 153 200 645 1206 685 37 257 610 456 857 3061 2291 1433 2264 751 2051 2579 900 1732 54 2601 1156 315 1786 1058 378 499
157,1536 891 143 229 128 805 979 768 448 719 1683 1304 1212 1549 683 1059 403 1041 2959 1247 2652 1866 386 1705 1217 85 15 2523 2312 129 1733 211 2297 1894 253 1753 3064 3166 687 1088 1019 1086 1844 238 2023 26 672 1116 2528 2159
158,758 173 243 0 666 639 93 92 2383 3185 45 348 2476 271 58 1518 2276 83 37 2769 1357 1110 2564 137 233 427 722 2941 104 319 1171 2612 2230 2136 22 2220 654 461 3030 294 2650 1918 102 720 1906 318 537 1981 448 147
159,151 1813 72 1106 921 155 2423 11 213 2079 1073 499 546 1402 1647 528 353 340 674 17 185 1552 1126 173 672 411 723 1287 622 2113 891 2095 2412 429 40 805 574 1782 517 1383 998 1879 191 124 20 2708 2191 1385 887 1401
160,179 238 2741 18 1773 435 1847 1888 0 1710 259 3139 865 2649 1280 666 1852 67 174 64 526 1356 98 288 1432 651 1518 348 1035 2880 3098 3188 1391 1892 2336 2564 1351 2910 82 1353 2294 3141 35 99 1603 881 1144 340 271 427
161,2430 2930 34 414 145 1020 2522 256 1787 2523 2 1912 827 579 2458 362 709 1041 1082 891 28 768 2285 1358 610 919 544 1617 328 2135 1255 734 2455 245 197 2362 2058 2673 6 989 867 273 830 1598 1330 2130 1798 248 2154 680
162,2074 1240 1775 21 823 315 53 422 151 1848 2581 754 2939 23 1483 11 2893 1015 2539 39 346 418 205 1954 477 2790 411 2134 82 2625 2017 2236 1576 1731 386 20 1493 302 2472 339 1912 1294 601 1166 2287 230 242 2394 533 2082
163,779 2246 2836 1772 694 1044 1310 517 1037 107 1668 372 81 957 598 2276 52 1964 2018 99 335 1323 233 32 554 543 67 721 861 809 2114 651 182 689 2848 1357 615 595 2503 1415 2534 5 1567 1741 562 2452 170 2719 82 1294
164,343 1922 1913 2967 83 592 326 1760 61 338 2390 3065 1556 1703 599 38 1605 731 27 559 2896 1171 2319 2271 1062 166 2572 2189 2176 2136 1339 2013 970 964 953 2771 910 2138 523 1399 1665 259 1710 2611 2488 1098 206 501 2677 3149
165,412 2769 1769 2008 685 39 271 365 2885 279 93 411 909 1170 1917 1743 2392 1255 26 641 1171 265 570 499 874 3119 1991 2920 1466 427 1124 904 3013 1475 1682 1280 1667 151 535 38 3094 1204 1794 682 1536 1222 1731 3020 2819 1892
166,2176 1332 1648 2189 1573 1568 1913 627 273 1399 1371 170 1744 345 61 63 198 156 3118 1366 2619 195 257 689 2017 259 2937 367 1044 666 1464 1994 3011 1703 106 712 38 2531 68 1051 963 334 1171 107 134 191 427 659 668 2199
167,607 358 640 1913 1176 1164 100 338 841 1135 913 1728 1922 539 546 2012 326 63 577 57 1994 1339 786 278 1771 2654 281 194 2492 1366 1486 1297 9 378 2764 1744 2071 2138 2198 2386 2121 257 3082 1556 2017 1893 1882 427 689 633
168,512 580 494 1985 2094 38 2558 61 2522 437 2840 1739 2930 2362 2968 1555 2386 2488 0 351 723 1346 411 2967 1954 1977 1297 2154 2595 910 931 1448 482 1229 1962 528 1908 1075 1847 334 2677 1817 339 27 491 2601 2 466 480 3181
169,1358 572 993 996 1014 1351 1047 1091 0 1356 888 7 8 1367 1405 11 3011 1030 18 2757 191 179 198 2582 243 67 2505 2294 2461 404 415 56 442 449 2382 2305 86 1834 2805 537 435 17 272 5 2742 746 936 2588 276 1785
170,938 384 174 716 297 497 271 1043 1574 78 172 59 477 166 1216 2741 2574 51 422 641 1794 536 92 456 721 263 1772 1453 2136 543 1068 1497 915 2220 268 86 153 16 634 1220 99 448 1898 115 13 1331 3185 1458 962 2182
171,213 91 374 535 716 1077 2022 673 82 79 997 253 121 382 1171 1048 277 294 1042 30 1869 1185 709 85 518 1158 1907 2694 481 67 1782 93 2276 1603 2400 1519 1558 3006 801 1273 47 837 1 2137 23 659 1422 816 1223 84
172,3104 2271 9 7 1214 968 2459 2189 2519 665 2563 2572 2138 358 1771 702 2767 1062 271 3118 2950 3030 550 2157 326 1525 2481 1757 61 394 786 1740 3076 263 4 597 1994 1442 1223 947 259 990 923 693 516 1781 2545 1366 722 418
173,339 1111 1297 2202 20 765 3038 2245 2306 650 2581 1477 2625 235 2895 2887 145 388 358 683 539 1450 1607 1813 66 2713 1214 1 3122 1603 2174 113 567 487 2086 241 2193 695 1147 1327 2846 702 3061 350 592 2386 2470 2502 2719 640
174,76 1718 499 635 678 211 49 65 166 1255 1318 690 1952 1148 815 805 734 0 248 122 38 1738 2463 866 254 816 1604 17 369 1790 2892 1106 1 61 867 1247 1531 2930 1400 3182 115 2413 1068 2039 2979 43 2749 1619 256 1171
175,1 1954 1975 1441 1416 2000 1084 2092 959 2115 952 2587 2674 611 175 244 3115 558 253 481 346 458 357 354 1667 2899 2227 928 2647 601 866 1582 1579 894 3182 329 2046 2093 1997 921 386 2856 274 1260 3020 2962 1259 2523 1854 115
176,3017 2654 2877 2767 1851 27 239 893 1063 1366 2189 208 101 452 592 567 498 100 204 1004 1986 390 2481 1232 1893 2757 3063 640 2582 2950 2495 638 1339 189 515 1164 105 2531 56 2711 748 68 1109 642 2013 2319 2332 1693 1331 1836
177,1621 348 2364 3130 2409 2300 2230 229 2022 484 2696 516 1863 2721 639 1092 1 3 939 1047 3101 1524 1194 1249 754 675 408 2207 1453 912 2339 91 61 444 1994 579 1497 1077 720 276 2570 175 2313 361 890 4 51 2058 3120 1610
178,2 94 2702 942 22 1496 56 136 2352 380 1754 272 67 176 2844 1040 2607 2503 282 2867 38 1144 3052 1808 198 108 720 1484 702 249 1224 1485 520 2294 2805 2529 131 941 3115 318 11 1711 707 1277 678 1110 1002 2735 521 2612
179,2161 3166 21 1396 719 515 30 1511 3099 3098 67 682 1185 405 2925 781 1127 2185 103 1014 2102 2100 816 991 2257 2403 205 2557 349 651 831 1752 2336 639 1046 751 915 3199 1143 602 693 839 1617 2222 1237 1085 1546 985 278 2699
180,67 639 2531 1337 335 61 7 2 2408 1144 720 1351 259 1631 949 238 979 21 99 811 970 694 2564 1906 38 1832 278 1586 1474 134 3 2661 1358 1154 50 288 137 990 3011 4 1518 64 651 1110 6 2235 817 1418 1396 348
181,2196 21 1194 3061 1732 58 1363 3187 2773 2646 2202 1043 1598 1247 2959 1829 1831 2452 36 1740 2309 2654 2319 1222 253 1551 890 823 2211 719 1536 1775 1639 1610 2539 1768 712 2159 2232 590 2555 46 985 2394 844 1401 931 2513 2667 1534
182,1171 2419 1448 2289 12 2965 554 1380 1501 166 172 76 1619 1622 283 38 1110 1249 395 69 65 1158 349 33 334 2039 3 512 264 52 1174 716 894 870 198 1149 532 6 842 1467 739 454 815 368 293 491 954 272 1947 580
183,481 536 1010 1521 1489 2389 1448 621 2760 271 1926 1852 1255 3039 1310 2273 3187 167 1020 1230 985 1819 491 2926 1810 2120 1540 21 1356 1156 1523 1180 192 1827 2848 25 988 2534 648 655 2020 41 2933 1857 136 2 2673 844 362 1284
184,1539 1960 3198 211 921 1687 1677 38 1373 172 1814 49 2908 282 2408 1106 775 1907 2273 2650 687 3052 507 850 2288 65 139 70 2136 979 365 950 496 1622 2030 1054 283 1238 60 2039 1682 1110 6 103 2702 249 361 970 1249 421
185,651 557 85 2161 39 2430 1174 854 2546 716 2191 121 26 265 981 163 142 143 145 1911 17 1682 477 649 155 1590 719 775 1665 1238 2721 702 1107 179 1828 891 185 1438 3010 987 503 394 2375 2955 2091 168 2278 497 2392 771
186,1733 2313 2034 1785 1892 976 1158 243 950 1981 3110 1521 2277 3101 1619 1603 361 22 3098 481 348 1368 1030 294 1524 1293 2774 1336 1540 2685 2875 2651 2650 2612 438 109 2557 1518 2942 2472 1497 2997 2457 758 448 2482 1432 2504 276 163
187,1 46 382 3021 756 2301 411 2318 3122 874 88 1554 1093 1466 478 580 1427 2693 1350 4 2646 1377 197 2079 1418 11 1126 1382 2719 232 823 1051 1413 535 300 2085 1174 3181 1596 503 404 2519 374 2546 1242 262 2628 2526 1062 1445
188,2230 1848 1318 1148 2220 517 335 1118 3005 1051 1518 340 2007 2996 2885 2114 1219 2200 2461 908 574 122 1494 816 166 2747 1818 678 2546 2071 3079 1092 1351 17 1760 33 1558 294 562 2383 143 557 3110 1030 1665 308 991 3185 179 2839
189,599 315 2095 191 1120 3122 308 187 358 20 1938 931 411 1335 408 63 1095 155 2306 145 2546 1665 397 4 1576 61 1194 814 2013 591 1775 2539 127 2318 891 854 66 331 58 1366 590 702 2887 31 672 427 2244 151 1960 353
190,2389 1383 1287 1284 862 716 705 648 579 1819 3125 2301 499 1558 719 2264 1084 2054 262 129 822 815 1568 2039 2760 23 449 309 1674 989 2393 448 485 6 2115 1800 549 414 874 1020 1 354 256 3165 2147 657 1092 919 1717 17
191,1610 949 36 308 959 1371 362 3169 259 2167 1042 1166 58 2077 819 279 1536 928 1790 1817 189 1821 499 3069 546 388 1138 2646 1108 3077 909 2373 1222 518 2389 2930 1736 2000 1015 1297 1243 1288 1829 47 2440 274 854 1209 1908 1564
192,1003 1959 2760 705 10 1586 2013 1496 2026 285 939 297 1796 536 2635 1103 175 636 2251 38 3020 716 1908 2207 1733 3196 655 2958 933 1371 2294 811 2074 866 467 1097 1090 1369 136 678 1489 1 1717 1891 155 282 557 2971 499 1610
193,474 1913 1525 1183 1550 100 53 798 427 1106 173 3094 2379 1703 963 886 338 3118 2742 704 707 432 181 569 2530 415 2718 2200 876 2423 2271 1276 2730 1546 659 63 2207 721 366 585 1573 1462 2406 1775 411 2629 1025 208 405 862
194,1568 716 1892 535 3185 478 1908 38 82 129 1102 2022 1110 1145 26 2787 382 874 1293 698 542 1 197 78 1144 3125 448 634 1273 693 2824 1453 1532 1717 1879 153 174 374 763 821 965 1394 354 976 175 145 198 775 870 1654
195,1904 1304 864 543 2008 1287 2593 1718 549 2810 1284 480 1738 44 1780 1249 610 2222 437 185 72 1448 1426 353 83 2289 2220 705 1383 567 1531 1860 2297 1134 1707 2760 1808 1889 2887 648 1497 2095 131 542 2646 1174 329 3015 3096 478
196,346 1439 1908 77 82 1941 1250 1720 2092 129 2170 1014 2255 857 205 2375 2468 1586 2848 544 2625 638 10 230 754 2393 2999 909 1497 155 1453 1083 189 494 498 2367 614 3161 1654 1242 339 448 768 2503 759 2013 459 2202 1216 2539
197,2765 1310 253 2955 142 388 383 197 145 1357 822 1369 2654 309 1414 2755 308 2154 649 1377 715 350 753 660 1166 1070 1072 1084 1883 2901 93 1120 115 466 460 82 2683 974 2934 1639 965 1236 959 429 209 1259 2856 1275 15 669
198,2767 1533 2254 63 1214 3149 239 1525 9 1653 339 305 150 1693 241 2180 2202 968 2013 3122 2625 411 36 2654 124 1388 2695 1676 2271 356 605 2624 1992 637 358 11 1500 2896 10 84 498 2056 40 2138 311 854 156 609 2646 2291
199,17 641 1598 394 1609 422 674 1683 2387 92 89 67 1576 2510 6 64 975 938 1759 2744 138 1879 1185 823 268 1880 2336 408 888 101 186 761 3042 311 36 622 39 957 1764 529 185 709 1588 1892 2653 2569 990 2368 2910 2635
200,234 351 1441 450 412 1404 1070 673 1911 952 997 1767 2815 68 2627 377 1454 1069 2230 998 1262 429 775 2531 2102 592 121 307 39 502 2207 1106 1947 0 3002 758 733 342 449 3119 1163 1059 2661 347 537 1608 1633 2719 2054 2331
201,981 1555 3107 142 67 2039 1738 558 1239 20 1799 545 557 1181 2867 621 2790 805 1557 2719 309 64 2865 2245 685 990 1227 1358 933 128 491 2294 1448 1492 2458 282 1474 951 1116 260 1032 768 2 1383 854 565 248 2840 487 497
202,408 61 2008 1936 1931 1819 2569 89 1598 1582 1541 1426 2786 951 902 874 844 768 549 535 502 411 38 2243 87 1379 1095 206 1891 290 1335 2803 1493 2899 83 151 673 2412 469 2551 208 3036 518 350 659 2159 1082 387 2523 1879
203,393 2213 3021 470 2417 535 2206 541 145 83 2375 1438 174 709 362 175 17 720 1978 477 3193 96 66 37 265 2306 2309 115 2803 1892 549 388 2430 273 151 268 1041 2685 346 2220 3185 310 2810 938 1580 2154 59 2942 2636 518
204,3034 2460 1525 2823 1499 2490 304 2856 1331 1305 1234 2911 899 2418 640 546 631 425 452 785 451 501 893 2524 963 2122 2303 2276 168 2180 2624 2626 2169 2644 2654 195 2667 2852 200 2019 1986 2706 1745 2748 2754 1744 134 1701 128 3082
205,63 326 2202 2281 2393 1933 405 411 257 3075 206 1525 2654 2677 638 11 2764 84 1001 2982 66 790 592 1077 1953 390 387 2176 2901 2519 152 786 2028 902 3030 1740 14 83 798 702 2319 2695 2175 1062 585 88 384 153 1744 3063
206,481 59 2147 2236 85 2245 981 2910 2046 1144 309 2801 458 1667 630 2575 1394 2652 1084 1010 549 1635 314 1769 179 145 2888 271 1782 2339 2587 175 18 350 744 2647 621 768 1995 1102 1283 1466 595 1484 1834 900 449 1406 674 3037
207,1635 499 1586 1908 2488 38 1709 437 768 1243 621 244 21 2630 290 494 466 88 174 125 27 47 155 3130 87 2843 1685 821 816 2454 759 1668 168 1941 819 1336 512 175 2276 1178 302 228 2665 506 2008 694 197 707 947 3113
208,2948 372 39 54 1310 1323 1782 844 408 693 1631 1952 622 1964 315 1164 655 233 2570 93 2442 432 12 729 1707 2741 2049 1603 3101 993 546 134 431 4 1283 1111 378 3105 76 898 1203 1368 104 107 1856 1358 1243 775 267 201
209,404 137 13 1385 1224 5 4 151 206 2921 307 915 891 775 2091 67 368 661 651 649 590 2375 552 2708 530 690 383 102 2499 421 2480 997 1469 1799 26 47 321 2894 2892 826 1658 84 1369 2292 544 446 1988 938 2694 39
210,36 2625 1228 302 1059 499 515 349 1948 40 1015 754 1339 405 2567 2601 1535 1313 1740 1210 3061 614 734 2257 579 864 871 1758 2292 2950 449 926 1977 1941 1346 2403 113 1067 2281 915 2607 125 712 27 386 124 10 3002 972 1250
211,1540 1674 249 2239 1171 886 1863 2564 223 1750 554 2190 438 697 3198 1158 218 2030 1834 0 2536 1075 2946 1036 3011 361 380 2761 1490 2273 146 1499 870 1348 1383 549 83 2769 214 1394 1374 1210 1581 663 2089 2908 939 1220 1260 453
212,93 206 1065 354 1467 987 1078 2472 2588 9 1330 1891 1803 1273 641 1108 1598 2255 2685 330 448 723 1394 1795 2368 182 2574 683 1220 1948 1238 693 1772 1371 2238 2236 1713 2708 2058 2539 1721 511 2239 1188 1355 2383 357 198 2950 2901
213,2091 2339 2334 125 2278 1059 928 549 2124 1163 1016 1014 1726 1004 740 90 775 456 448 2482 2510 1249 1238 2812 2625 2741 2958 1745 1156 1404 3182 1363 2515 546 2705 3026 1153 1280 1321 805 1401 790 185 590 1678 205 2846 1079 890 315
214,2056 326 870 1409 1693 377 1402 1913 4 1321 428 427 40 893 1573 516 1576 2572 336 3017 638 297 1206 1004 2138 2271 1380 1399 2730 105 684 1232 10 1319 151 1864 1135 2319 2771 3139 81 15 1851 149 84 405 121 221 2603 1220
215,352 206 1864 32 38 1553 69 1235 1209 2468 1114 1062 2542 802 786 712 704 592 377 2124 2601 2519 1464 84 664 2440 404 1728 367 1813 338 523 1744 339 356 1607 1978 1693 2148 1833 2013 305 1117 1034 3050 1312 3017 2390 1429 257
216,1518 2774 886 1978 173 18 1925 2705 3101 908 970 636 621 2881 155 294 411 415 1323 2461 2942 1586 1145 2563 3085 3185 1709 2598 1892 301 1101 2497 2077 1908 1171 675 1734 694 1030 949 191 438 1740 533 535 2726 1906 2013 1736 83
